Month,Day,TOTALDEMAND,YEAR,Date,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,avg_temp,ws_avg_50,ws_avg_10,
12,30,224283.66,2016,30-12-2016,64.03,15.09,28.98,15.64,22.44,3.11,1.48,8.79,6.88,5.31,3.89,22.31,5.95,4.18,
12,31,191456.3,2016,31-12-2016,61.72,11.89,27.12,14.15,19.5,2.39,1.66,5.5,4.48,3.46,2.92,20.635,3.945,3.07,
1,1,174464.51,2017,01-01-2017,72.5,12.57,23.05,13.75,17.56,1.16,1.19,7.56,6.15,4.7,3.92,18.4,4.36,3.67,
1,2,173014.94,2017,02-01-2017,70.98,10.37,20.29,12.76,15.63,6.83,5.06,8.96,7.54,7.98,6.52,16.525,7.895,6.3,
1,3,195129.49,2017,03-01-2017,64.73,9.83,22.03,12.66,16.51,5.1,3.44,6.74,5.6,5.7,4.6,17.345,5.92,4.52,
1,4,233213.59,2017,04-01-2017,59.65,13.09,30.93,12.42,21.35,1.45,1.07,5.31,3.89,3.54,2.53,21.675,3.38,2.48,
1,5,256159.69,2017,05-01-2017,56.92,14.98,32.33,18.13,24.1,0.34,0.55,6.26,4.88,3.49,2.61,25.23,3.3,2.715,
1,6,272617.47,2017,06-01-2017,51.4,14.25,33.72,16.6,25.04,0.33,0.11,5.69,4.45,2.83,2.03,25.16,3.01,2.28,
1,7,269910.04,2017,07-01-2017,40.72,13.23,35.8,19.59,27.92,3.77,2.43,9.91,6.37,6.31,4.18,27.695,6.84,4.4,
1,8,245554.05,2017,08-01-2017,49.53,14.52,33.35,16.34,25.94,4.93,3.26,10.89,6.88,6.73,5.01,24.845,7.91,5.07,
1,9,232423.98,2017,09-01-2017,64.98,12.68,23.81,15.61,19.5,0.68,0.39,4.85,4.1,2.58,2.17,19.71,2.765,2.245,
1,10,240732.64,2017,10-01-2017,58.99,13.08,31.5,14.61,21.46,0.43,0.27,5.69,4.52,3.07,2.43,23.055,3.06,2.395,
1,11,223191.71,2017,11-01-2017,59.28,10.81,26.06,13.79,18.96,3.83,2.77,7.11,6.42,5.66,4.65,19.925,5.47,4.595,
1,12,237567.89,2017,12-01-2017,45.65,7.53,28.71,11.77,20,1.48,1.95,5.41,2.9,2.9,2.29,20.24,3.445,2.425,
1,13,222683.35,2017,13-01-2017,50.79,10.08,29.65,13.96,21.2,5.93,3.41,17.18,12.56,9.48,6.62,21.805,11.555,7.985,
1,14,177993.25,2017,14-01-2017,59.26,8.77,21.8,12.54,16.79,7,4.48,11.05,8.94,9.48,7.18,17.17,9.025,6.71,
1,15,180588,2017,15-01-2017,59.75,9.33,24.16,12.52,17.26,3.96,2.7,6.69,5.1,5.04,3.97,18.34,5.325,3.9,
1,16,241857.41,2017,16-01-2017,42.97,8.86,33.28,11.69,22.32,1.29,0.84,4.97,3.83,3.18,2.2,22.485,3.13,2.335,
1,17,281035.3,2017,17-01-2017,33.88,8.01,36.4,17.92,25.88,4.02,2.43,9.68,7.32,6.93,5.02,27.16,6.85,4.875,
1,18,222422.7,2017,18-01-2017,60.48,8.89,21.15,12.06,16.92,3.43,2.36,9.55,7.73,7.6,6.22,16.605,6.49,5.045,
1,19,224742.82,2017,19-01-2017,45.8,5.82,26.25,10.15,18,1.87,1.33,6.59,4.61,4.11,3.14,18.2,4.23,2.97,
1,20,215875.37,2017,20-01-2017,71.31,12.1,21.44,13.42,17.54,0.55,0.47,14.55,12.07,9.02,7.02,17.43,7.55,6.27,
1,21,193558.14,2017,21-01-2017,61.23,9.39,22.62,12.95,16.96,5.07,2.98,7.44,5.57,5.89,4.65,17.785,6.255,4.275,
1,22,206583.22,2017,22-01-2017,53.67,10.64,30.19,11.55,20.55,1.17,0.88,5.02,3.58,2.87,2.17,20.87,3.095,2.23,
1,23,282664.11,2017,23-01-2017,44.33,12.33,35.73,17.86,25.73,1.85,1.02,8.08,6.25,5.52,3.93,26.795,4.965,3.635,
1,24,231328.32,2017,24-01-2017,62.55,10.87,22.92,12.91,18.76,4.18,3.1,9.64,7.83,7.9,6.21,17.915,6.91,5.465,
1,25,223873.4,2017,25-01-2017,56.38,7.94,23.61,10.78,16.79,4.06,2.75,6.57,5.77,5.36,4.14,17.195,5.315,4.26,
1,26,197180.12,2017,26-01-2017,69.03,11.64,23.42,12.72,17.38,4.91,3.02,6.76,6,5.77,4.56,18.07,5.835,4.51,
1,27,225027.64,2017,27-01-2017,59.14,11.53,28.75,13.52,19.87,0.76,1.15,5.02,3.9,3.41,2.7,21.135,2.89,2.525,
1,28,216673.06,2017,28-01-2017,56.15,11.95,30.9,14.29,21.24,0.62,0.57,6.58,5.84,4.05,3.34,22.595,3.6,3.205,
1,29,218041.16,2017,29-01-2017,55.31,11.67,30.93,14.09,21.25,0.76,0.44,4.75,3.5,2.95,2.42,22.51,2.755,1.97,
1,30,248585.91,2017,30-01-2017,54.25,13.46,30.4,16.28,23.67,3.01,1.66,11.96,8.62,8.05,5.55,23.34,7.485,5.14,
1,31,225726.02,2017,31-01-2017,59.76,9.47,23.93,13.32,17.57,4.84,3.03,7.17,6.32,5.8,4.78,18.625,6.005,4.675,
2,1,223739.09,2017,01-02-2017,54.33,7.71,23.64,11.84,17.08,0.57,0.61,4.52,3.6,3.44,2.49,17.74,2.545,2.105,
2,2,221338.54,2017,02-02-2017,57.01,9.54,25.35,11.91,18.3,2.83,1.68,5.92,4.86,4.69,3.56,18.63,4.375,3.27,
2,3,234904.54,2017,03-02-2017,52.47,9.33,28.51,12.48,19.62,2,1.37,4.93,3.56,3.06,2.38,20.495,3.465,2.465,
2,4,234723.4,2017,04-02-2017,43.86,10.47,34.11,13.68,23.9,0.44,0.33,8.61,6.66,4.13,3.14,23.895,4.525,3.495,
2,5,220768.55,2017,05-02-2017,78.17,18.38,27.25,18.12,22.47,1.09,0.73,10.75,8.23,6.61,4.76,22.685,5.92,4.48,
2,6,217522.74,2017,06-02-2017,77.3,10.92,17.86,12,15.08,6.63,4.89,8.78,6.83,7.6,5.91,14.93,7.705,5.86,
2,7,223087.62,2017,07-02-2017,67.07,12.12,26.57,11,18.56,4.86,3.84,7.88,5.68,6.45,4.64,18.785,6.37,4.76,
2,8,284427.32,2017,08-02-2017,54.65,15.29,33.83,15.15,25.07,5,2.91,10.03,7.49,7.63,5.13,24.49,7.515,5.2,
2,9,310121.22,2017,09-02-2017,58.82,17.56,36.91,17.64,26.34,4.79,3.86,11.75,8.86,8.75,6.73,27.275,8.27,6.36,
2,10,277587.18,2017,10-02-2017,69.03,16.65,30.69,16.85,22.68,2.54,2.49,5.28,4.38,3.81,3.33,23.77,3.91,3.435,
2,11,223967.02,2017,11-02-2017,65.53,14.3,27.61,15.03,21.08,1.14,0.8,6.73,5.9,4.79,4.05,21.32,3.935,3.35,
2,12,178006.3,2017,12-02-2017,61.88,7.74,19.94,12.22,15.25,5.92,4.65,11.64,9.67,9.17,7.16,16.08,8.78,7.16,
2,13,209688.21,2017,13-02-2017,73.24,10.41,18.44,11.82,15.22,6.71,4.27,10.29,8.28,8.45,6.29,15.13,8.5,6.275,
2,14,223226.1,2017,14-02-2017,70.5,10.25,20.88,10.96,15.61,3.54,2.19,6.62,5.31,5.56,4.26,15.92,5.08,3.75,
2,15,232598.78,2017,15-02-2017,50.31,8.92,29.89,9.3,19.83,2.1,1.36,10.53,8.19,6.35,4.72,19.595,6.315,4.775,
2,16,239895.18,2017,16-02-2017,68.09,13.01,27.38,13.74,19.04,0.94,1.07,5.38,4.55,4.02,3.28,20.56,3.16,2.81,
2,17,223771.94,2017,17-02-2017,61.15,10.17,25.04,12.99,17.88,2.16,1.59,7.21,5.69,4.71,3.84,19.015,4.685,3.64,
2,18,191246.7,2017,18-02-2017,59.23,6.43,19.08,10.51,14.42,4.48,2.55,6.5,5.5,5.73,4.34,14.795,5.49,4.025,
2,19,182560.05,2017,19-02-2017,72.9,7.33,15.23,8.95,12.1,6.26,3.73,9.24,7.52,7.89,5.77,12.09,7.75,5.625,
2,20,210683.73,2017,20-02-2017,69.64,8.45,19.48,9.52,13.98,5.76,3.27,9.3,7.63,7.59,5.5,14.5,7.53,5.45,
2,21,224702.94,2017,21-02-2017,55.32,7.17,24.33,9.14,16.41,0.46,0.77,5.73,3.27,2.83,2.02,16.735,3.095,2.02,
2,22,233380.34,2017,22-02-2017,36.91,5.97,30.82,12.23,21.63,3.78,2.46,11.76,8.92,8.81,5.76,21.525,7.77,5.69,
2,23,235897.37,2017,23-02-2017,60.07,11.92,26.91,15.1,19.96,3.84,2.51,7.72,6.01,5.18,3.99,21.005,5.78,4.26,
2,24,222459.04,2017,24-02-2017,68.08,10.12,20.66,13.24,16.08,5.59,3.93,8.58,7.54,6.99,5.51,16.95,7.085,5.735,
2,25,190093.81,2017,25-02-2017,63.68,8.58,20.13,11.57,15.62,6.29,3.6,8.45,6.93,7.57,5.7,15.85,7.37,5.265,
2,26,200991.23,2017,26-02-2017,61.59,12.33,28.68,11.91,19.97,0.88,0.79,6.75,4.32,4.51,3.03,20.295,3.815,2.555,
2,27,262181.55,2017,27-02-2017,48.18,11.21,31.61,14.78,22.84,0.93,0.86,8.16,6.58,4.59,3.11,23.195,4.545,3.72,
2,28,280335,2017,28-02-2017,43.62,10.51,32.57,16.21,23.82,0.35,0.4,7.11,4.91,4.25,2.88,24.39,3.73,2.655,
3,1,269650.13,2017,01-03-2017,41.17,9.1,31.69,17.12,23.46,1.35,0.91,6.97,5.76,3.6,2.65,24.405,4.16,3.335,
3,2,255266.55,2017,02-03-2017,61.84,12.57,27.72,15.32,20.51,0.91,0.52,7.75,6.69,4.22,3.4,21.52,4.33,3.605,
3,3,248622.66,2017,03-03-2017,71.37,15.5,27.38,16.44,20.9,4.84,3.21,8.09,6.81,6.23,4.79,21.91,6.465,5.01,
3,4,232166.59,2017,04-03-2017,66.41,14.88,29.33,15.18,21.44,0.31,0.21,5.97,4.93,3.84,2.95,22.255,3.14,2.57,
3,5,207078.04,2017,05-03-2017,74.58,15.04,25.68,16.1,19.73,4.73,2.88,8.83,7.64,6.42,5.11,20.89,6.78,5.26,
3,6,232895.71,2017,06-03-2017,64.23,12.49,26.19,15.04,19.52,5.9,4.36,9.04,7.51,7.14,5.49,20.615,7.47,5.935,
3,7,235862.92,2017,07-03-2017,54.72,9.65,27.32,12.42,19.28,2.02,2.12,7.29,5.16,5.27,3.85,19.87,4.655,3.64,
3,8,248741.53,2017,08-03-2017,47.11,9.14,30.2,12.54,21.04,0.51,0.31,6.78,5.01,4.43,2.97,21.37,3.645,2.66,
3,9,259298.5,2017,09-03-2017,39.48,8.06,31.81,14.57,22.88,0.69,0.53,6.2,3.96,3.57,2.45,23.19,3.445,2.245,
3,10,250692.15,2017,10-03-2017,52.53,10.98,29.34,16.04,21.44,0.86,0.55,5.54,4.72,3.49,2.79,22.69,3.2,2.635,
3,11,217633.62,2017,11-03-2017,57.48,12.32,30.86,15.21,21.34,1.72,1.31,7.12,5.58,3.6,2.78,23.035,4.42,3.445,
3,12,205235.02,2017,12-03-2017,59.02,12.02,29.01,15.7,20.58,1.47,0.69,10.39,8.11,5.47,3.94,22.355,5.93,4.4,
3,13,208937.8,2017,13-03-2017,63.2,13.35,28.28,16.39,20.77,0.94,0.5,7.72,6.72,3.59,2.9,22.335,4.33,3.61,
3,14,266455.57,2017,14-03-2017,49.87,11.67,32.61,15.03,23.22,1.88,1.17,4.49,3.4,3.41,2.35,23.82,3.185,2.285,
3,15,279345.67,2017,15-03-2017,46.74,13.01,31.57,19.09,25.25,5.28,2.67,10.37,8,8.54,5.6,25.33,7.825,5.335,
3,16,248511.95,2017,16-03-2017,61.01,13.43,26.77,15.3,21.48,4.51,3.53,9.74,7.21,7.43,5.61,21.035,7.125,5.37,
3,17,223224.15,2017,17-03-2017,56.64,8.52,23.32,13.85,17.5,5.36,3.26,8.68,6.9,7.16,5.5,18.585,7.02,5.08,
3,18,215463.56,2017,18-03-2017,47.34,9.21,31.08,11.98,21.07,0.65,0.54,5.13,3.67,3.64,2.39,21.53,2.89,2.105,
3,19,227187.64,2017,19-03-2017,39.71,9.01,32.95,15.57,23.7,0.76,0.81,6.47,4.69,4.16,2.74,24.26,3.615,2.75,
3,20,263961.97,2017,20-03-2017,69,16.11,28.17,18.95,22.33,1.07,0.66,5.77,4.52,3.51,2.51,23.56,3.42,2.59,
3,21,255250.73,2017,21-03-2017,84.51,18.6,25.61,18.56,21.31,0.43,0.35,3.24,2.23,1.98,1.36,22.085,1.835,1.29,
3,22,229392.74,2017,22-03-2017,83.05,15.41,21.79,15.04,18.39,4.04,2.48,9.62,7.98,7.72,5.98,18.415,6.83,5.23,
3,23,223265.67,2017,23-03-2017,69.82,12.17,23.78,13.43,17.74,5.54,3.56,7.66,6.18,6.79,4.99,18.605,6.6,4.87,
3,24,230822.82,2017,24-03-2017,71.92,12.92,24.45,12.18,18.07,0.91,0.65,5.7,3.34,2.98,1.99,18.315,3.305,1.995,
3,25,214931.96,2017,25-03-2017,72.09,16.22,27.7,16.94,21.5,1.15,0.74,7.45,5.41,4.29,2.92,22.32,4.3,3.075,
3,26,208378.2,2017,26-03-2017,76.84,16.57,27.52,16.04,20.77,1.42,0.83,6.32,3.27,2.77,1.72,21.78,3.87,2.05,
3,27,232474.44,2017,27-03-2017,64.05,13.29,31.04,13.21,20.6,2.72,1.67,17.3,13.08,9.59,7,22.125,10.01,7.375,
3,28,222065.95,2017,28-03-2017,59.47,8.89,23.79,10.76,16.93,1.15,0.59,5.66,4.03,4.17,2.88,17.275,3.405,2.31,
3,29,219280.66,2017,29-03-2017,59.18,9.28,25.01,9.49,17.4,6.12,3.45,12.13,9.44,8.86,6.42,17.25,9.125,6.445,
3,30,214983.74,2017,30-03-2017,71.82,6.98,16.36,8.51,11.95,3.88,2.74,9.09,7.62,7.08,5.21,12.435,6.485,5.18,
3,31,221324.49,2017,31-03-2017,64.03,5.95,18.04,8.56,12.6,2.41,1.57,5.73,4.19,4.02,2.91,13.3,4.07,2.88,
4,1,190435.91,2017,01-04-2017,67.05,7.16,18.36,9.2,13.23,4.52,2.79,8.74,7.08,7.11,5.13,13.78,6.63,4.935,
4,2,188954.19,2017,02-04-2017,65.08,6.85,17.72,10.15,13.29,5.43,3.41,8.6,7.2,7.02,4.98,13.935,7.015,5.305,
4,3,215791.05,2017,03-04-2017,65.7,7.54,21.68,7.64,13.96,0.43,0.36,6.83,3.79,4.44,2.9,14.66,3.63,2.075,
4,4,226277.34,2017,04-04-2017,61.44,8.46,23.76,9.24,15.99,1.33,1.1,6.17,3.41,3.65,2.43,16.5,3.75,2.255,
4,5,228382.7,2017,05-04-2017,56.53,8.54,24.25,10.79,17.35,1.69,1.14,5.87,4.95,3.36,2.39,17.52,3.78,3.045,
4,6,229634.61,2017,06-04-2017,52.3,7.67,24.62,11.92,17.67,2.79,1.77,7.14,4.62,5.13,3.32,18.27,4.965,3.195,
4,7,220320.05,2017,07-04-2017,54.78,8.64,24.49,11.64,17.93,6.89,3.9,10.37,8.1,8.47,5.55,18.065,8.63,6,
4,8,198169.48,2017,08-04-2017,55.08,10.18,25.78,15.1,19.5,8.1,4.67,12.32,9.55,9.75,6.7,20.44,10.21,7.11,
4,9,192083.79,2017,09-04-2017,82.59,9.68,15.6,9.72,12.7,6.63,4.26,13.4,10.13,9.86,7.4,12.66,10.015,7.195,
4,10,226574.11,2017,10-04-2017,80.88,9.59,15.16,11.78,12.89,7.72,5.54,14.8,11.41,11.54,8.93,13.47,11.26,8.475,
4,11,228319.93,2017,11-04-2017,81.28,10.99,17.9,11.98,14.15,5.1,3.01,7.66,6.26,6.89,4.97,14.94,6.38,4.635,
4,12,228671.99,2017,12-04-2017,76.57,10.31,20.36,10.84,14.38,2.46,1.83,5.24,3.65,3.58,2.48,15.6,3.85,2.74,
4,13,225408.09,2017,13-04-2017,72.44,10.47,23.59,10.48,15.47,0.12,0.06,6.1,3.99,3.12,2.12,17.035,3.11,2.025,
4,14,194872.82,2017,14-04-2017,83.48,10.51,17.97,10.51,13.3,3.22,2.12,5.76,4.78,4.57,3.34,14.24,4.49,3.45,
4,15,199217.14,2017,15-04-2017,68.4,6.62,17.67,8.51,12.25,1.64,1.5,3.87,2.34,2.66,1.93,13.09,2.755,1.92,
4,16,193189.49,2017,16-04-2017,68.7,8.12,20.95,9.12,13.84,1.65,1.41,5.72,3.22,4,2.56,15.035,3.685,2.315,
4,17,199890.99,2017,17-04-2017,79.53,10.02,18.93,10.17,13.49,0.8,0.99,4.37,2.52,2.67,1.92,14.55,2.585,1.755,
4,18,223910.35,2017,18-04-2017,75.17,9.37,21.11,9.12,13.86,1.45,1.18,5.19,3.56,3.03,2.16,15.115,3.32,2.37,
4,19,228873.94,2017,19-04-2017,69.86,11.19,25.71,8.99,16.76,2.24,1.63,8.04,5.59,5.45,3.5,17.35,5.14,3.61,
4,20,225633.36,2017,20-04-2017,59.52,9.87,23.87,13.37,17.94,5.31,2.83,9.81,7.49,7.79,4.95,18.62,7.56,5.16,
4,21,229044.88,2017,21-04-2017,87.09,13.9,17.92,14.42,16.06,6.52,3.42,9,6.99,7.75,5.33,16.17,7.76,5.205,
4,22,205056.8,2017,22-04-2017,80.93,13.73,21.77,13.8,17.02,1.97,1.18,8.03,5.45,5.01,3.5,17.785,5,3.315,
4,23,194713.13,2017,23-04-2017,83.38,13.1,21.36,12.52,15.96,2.07,1.34,5.1,2.85,2.93,2.02,16.94,3.585,2.095,
4,24,218843.63,2017,24-04-2017,78.14,13.01,22.97,11.99,16.88,0.96,0.62,6.75,4,3.77,2.39,17.48,3.855,2.31,
4,25,203097.47,2017,25-04-2017,84.85,12.97,18.51,11.65,15.57,4.13,2.34,7.59,6.16,6.2,4.24,15.08,5.86,4.25,
4,26,233590.49,2017,26-04-2017,76.56,6.1,12.2,7.92,10.23,7.7,5.06,12.34,9.94,9.79,7.23,10.06,10.02,7.5,
4,27,252659.06,2017,27-04-2017,79.37,6.56,13.77,7.5,9.99,4.42,2.53,7.61,6.36,6.51,4.55,10.635,6.015,4.445,
4,28,240288.38,2017,28-04-2017,84.56,10.63,18.91,8.86,13.25,5.22,3.01,6.72,5.52,6.23,4.13,13.885,5.97,4.265,
4,29,209728.1,2017,29-04-2017,85.85,11.61,18.26,11.4,13.93,3.1,1.93,7.03,5.68,5.54,3.77,14.83,5.065,3.805,
4,30,207513.07,2017,30-04-2017,81.39,9.75,17.66,10.29,12.85,1.76,1.22,6.13,3.86,3.73,2.6,13.975,3.945,2.54,
5,1,225641.12,2017,01-05-2017,79.15,9.77,17.55,10.22,13.3,4.9,2.74,9.77,7.76,7.41,5.18,13.885,7.335,5.25,
5,2,241437.28,2017,02-05-2017,79.16,6.11,13.57,6.47,9.58,5.11,3.17,8.09,6.57,6.75,4.51,10.02,6.6,4.87,
5,3,258392.89,2017,03-05-2017,71.72,4.59,14.82,5.25,9.46,2.84,2.04,4.98,3.53,4.08,2.82,10.035,3.91,2.785,
5,4,254520.1,2017,04-05-2017,66.96,4.75,16.69,7.28,10.65,0.24,0.16,4.42,2.83,2.31,1.6,11.985,2.33,1.495,
5,5,246300.77,2017,05-05-2017,76.17,7.06,17.54,5.72,11.35,2.88,2.02,6.89,5.19,5.25,3.41,11.63,4.885,3.605,
5,6,210026.14,2017,06-05-2017,76.69,7.36,18.23,7.87,11.44,6.87,3.9,11.71,9.08,8.89,6.13,13.05,9.29,6.49,
5,7,214848.14,2017,07-05-2017,76.13,5.84,14.05,7.11,9.89,7.01,3.88,8.45,6.4,7.67,5.06,10.58,7.73,5.14,
5,8,251716.54,2017,08-05-2017,83.97,8.6,14.85,8.12,11.23,5.8,3.48,7.23,5.89,6.67,4.49,11.485,6.515,4.685,
5,9,253521.42,2017,09-05-2017,83.1,8.94,16.23,8.94,11.7,2.4,1.62,5.47,3.3,3.91,2.6,12.585,3.935,2.46,
5,10,251495.47,2017,10-05-2017,78.13,7.91,16.72,8.96,11.6,0.45,0.4,3.14,2.14,1.48,1.15,12.84,1.795,1.27,
5,11,257506.26,2017,11-05-2017,81.26,7.75,15.29,7.02,10.86,1.16,1.04,3.29,2.21,2.04,1.47,11.155,2.225,1.625,
5,12,247046,2017,12-05-2017,77.97,7.64,18.2,6.04,11.44,2.31,1.4,5.23,3.37,3.69,2.57,12.12,3.77,2.385,
5,13,218954.84,2017,13-05-2017,82.45,7.66,15,7.8,10.54,1.76,1.68,5.44,3.15,3.78,2.5,11.4,3.6,2.415,
5,14,214994.06,2017,14-05-2017,85.29,7.88,15.24,7.82,10.23,3.59,2.74,5.31,3.75,4.37,3.07,11.53,4.45,3.245,
5,15,251743.83,2017,15-05-2017,90.12,8.8,15.8,7.17,10.36,2.69,1.9,4.75,3.35,3.65,2.59,11.485,3.72,2.625,
5,16,255641.43,2017,16-05-2017,77.9,7.35,17.08,6.84,11.07,1.81,1.53,6.15,3.39,3.24,2.15,11.96,3.98,2.46,
5,17,250145.35,2017,17-05-2017,77.61,7.87,14.73,9.18,11.67,3.52,2.13,6.28,4.55,5.24,3.29,11.955,4.9,3.34,
5,18,245820.96,2017,18-05-2017,72.16,8.28,19.82,9.39,13.27,2.08,1.36,7.49,4.24,4.64,2.95,14.605,4.785,2.8,
5,19,246702.9,2017,19-05-2017,86.55,10.4,16.11,11.16,12.67,4.95,2.64,7.06,5.21,5.92,3.53,13.635,6.005,3.925,
5,20,218223.23,2017,20-05-2017,84.24,9.61,17.69,8.69,12.2,4.36,2.59,6.55,5.09,5.63,3.6,13.19,5.455,3.84,
5,21,211824.32,2017,21-05-2017,78.79,8.78,19.11,8.24,12.35,5.49,2.96,7.19,5.49,6.5,4.16,13.675,6.34,4.225,
5,22,227102.08,2017,22-05-2017,75.01,8.44,18.79,7.99,12.76,6.87,4.25,9.68,7.59,8.28,5.51,13.39,8.275,5.92,
5,23,238254.41,2017,23-05-2017,73.57,8.87,17.92,10.26,13.53,5.98,2.94,9.07,6.59,7.44,4.89,14.09,7.525,4.765,
5,24,243143.94,2017,24-05-2017,78.79,7.92,15.46,8.89,11.52,4.97,3.01,8.07,6.5,6.82,4.55,12.175,6.52,4.755,
5,25,248020.06,2017,25-05-2017,82.1,8.92,15.61,8.52,11.93,4.92,2.97,8.37,6.33,6.87,4.56,12.065,6.645,4.65,
5,26,246261.2,2017,26-05-2017,81.62,8.75,15.78,8.43,11.81,1.83,1.2,7.54,4.17,3.97,2.45,12.105,4.685,2.685,
5,27,209287.35,2017,27-05-2017,79.31,8.71,15.97,8.96,12.18,7.44,4.3,11.91,8.83,9.63,6.75,12.465,9.675,6.565,
5,28,220059.1,2017,28-05-2017,87.4,7.34,11.62,6.53,9.37,6.75,4.05,11.51,8.5,8,5.72,9.075,9.13,6.275,
5,29,261032.2,2017,29-05-2017,78.4,4.8,13.21,4.75,8.39,5.6,3.33,9.62,6.71,7.1,4.78,8.98,7.61,5.02,
5,30,265524.76,2017,30-05-2017,79.82,5.7,11.25,6.02,9.1,6.97,3.73,10.05,8.03,8.45,5.91,8.635,8.51,5.88,
5,31,278061.59,2017,31-05-2017,81.94,5.41,12.45,5.74,8.33,5.57,3.07,7.23,6.04,6.25,4.15,9.095,6.4,4.555,
6,1,274901.98,2017,01-06-2017,78.62,5.7,13.54,6.28,9.22,3.94,2.45,5.46,4.22,4.61,3.11,9.91,4.7,3.335,
6,2,273713.6,2017,02-06-2017,82.69,6.56,13.99,5.9,9.4,3,1.91,4.65,3.48,3.83,2.62,9.945,3.825,2.695,
6,3,244322.81,2017,03-06-2017,80.84,7,14.39,7.53,10.17,0.67,0.51,2.68,1.78,1.62,1.18,10.96,1.675,1.145,
6,4,237907.9,2017,04-06-2017,78.3,5.14,14.14,5.16,8.76,1.03,0.79,3.96,2.52,2.43,1.79,9.65,2.495,1.655,
6,5,265754.9,2017,05-06-2017,83.46,6.71,15.36,5.16,9.55,4.29,2.69,8.15,5.3,6.19,4.01,10.26,6.22,3.995,
6,6,266549.06,2017,06-06-2017,81.41,6.1,12.21,7.48,9.14,6.98,4.14,10.27,8.29,8.69,5.83,9.845,8.625,6.215,
6,7,272232.24,2017,07-06-2017,75.52,4.7,13.47,5.78,8.79,1.18,0.82,6.76,3.99,4.21,2.82,9.625,3.97,2.405,
6,8,279023.56,2017,08-06-2017,87.19,6.15,12.91,4.68,8.21,1.73,1.25,6.62,4.32,4.2,2.91,8.795,4.175,2.785,
6,9,261989.08,2017,09-06-2017,87.43,7.63,13.11,7.86,9.62,3.16,2.07,6.84,4.87,5.6,3.76,10.485,5,3.47,
6,10,241397.83,2017,10-06-2017,85.43,7.67,14.87,6.93,10,0.13,0.11,3.38,2.21,1.53,1.09,10.9,1.755,1.16,
6,11,226748.93,2017,11-06-2017,85.09,6.61,15.56,5,8.99,2.32,1.6,6.8,5.37,5.29,3.56,10.28,4.56,3.485,
6,12,235383.37,2017,12-06-2017,89.76,8.94,16.04,6.61,10.57,4.25,2.5,7.26,5.51,6.05,3.87,11.325,5.755,4.005,
6,13,270369.9,2017,13-06-2017,90.77,8.19,13.92,6.36,9.62,1.36,0.98,4.26,2.57,2.37,1.68,10.14,2.81,1.775,
6,14,272506.84,2017,14-06-2017,84.71,6.88,15.24,5.44,9.33,3.7,2.29,5.95,4.87,5.21,3.51,10.34,4.825,3.58,
6,15,270606.51,2017,15-06-2017,80.33,6.61,15.32,6.91,9.86,3.27,1.89,5.77,3.4,4.48,2.87,11.115,4.52,2.645,
6,16,270539.27,2017,16-06-2017,76.9,6.24,15.71,5.97,10.11,0.78,0.54,4.56,2.92,2.37,1.67,10.84,2.67,1.73,
6,17,242357.36,2017,17-06-2017,83.26,6.06,14.85,4.36,8.75,1.57,1.28,3.91,2.58,2.91,2.07,9.605,2.74,1.93,
6,18,232225.48,2017,18-06-2017,91.6,8.24,15.03,5.59,9.58,0.68,0.57,5.21,3.58,3.82,2.6,10.31,2.945,2.075,
6,19,269851.48,2017,19-06-2017,82.73,7.72,15.51,6.17,10.56,0.82,0.69,4.78,3.12,2.85,2.03,10.84,2.8,1.905,
6,20,263993.94,2017,20-06-2017,85.17,6.33,14.66,4.18,8.69,3.03,2.14,8.01,5.74,6.31,4.23,9.42,5.52,3.94,
6,21,279628.6,2017,21-06-2017,87.5,6.92,12.45,6.2,8.9,2.49,1.71,7.44,4.35,3.93,2.56,9.325,4.965,3.03,
6,22,280697.14,2017,22-06-2017,83.42,6.13,14,5.27,8.78,2.06,1.48,6.87,4.11,4.13,2.73,9.635,4.465,2.795,
6,23,264059.15,2017,23-06-2017,76.82,4.9,13.74,4.67,8.79,6.72,4.17,10.48,8.46,8.41,5.8,9.205,8.6,6.315,
6,24,244786.65,2017,24-06-2017,77.91,3.69,10.71,4,7.41,3.41,2.08,7.35,4.52,5.06,3.31,7.355,5.38,3.3,
6,25,236207.73,2017,25-06-2017,87.62,5.66,11.89,4.13,7.63,6.49,3.51,9.85,7.83,7.67,4.99,8.01,8.17,5.67,
6,26,276080.76,2017,26-06-2017,87.97,6.18,11.53,5.37,8.06,0.48,0.41,6.16,3.34,3.33,2.28,8.45,3.32,1.875,
6,27,289053.26,2017,27-06-2017,85.13,4.88,11.39,3.51,7.23,0.45,0.41,6.14,4.34,4.06,2.73,7.45,3.295,2.375,
6,28,282703.79,2017,28-06-2017,80.38,5.6,13.72,6.32,8.8,4.19,2.27,6.47,4.29,5.28,3.42,10.02,5.33,3.28,
6,29,276248.12,2017,29-06-2017,86.84,5.82,11.9,5.29,7.92,5.82,3.59,8.67,6.88,7.37,4.81,8.595,7.245,5.235,
6,30,278551.55,2017,30-06-2017,73.29,2.39,10.82,4.2,6.87,2.01,1.39,7.86,4.57,4.98,3.29,7.51,4.935,2.98,
