LAT,LON,YEAR,MO,DY,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
-37.82549,144.98161,2017,3,24,71.92,12.92,24.45,12.18,18.07,0.91,0.65,5.7,3.34,2.98,1.99
-37.82549,144.98161,2017,3,25,72.09,16.22,27.7,16.94,21.5,1.15,0.74,7.45,5.41,4.29,2.92
-37.82549,144.98161,2017,3,26,76.84,16.57,27.52,16.04,20.77,1.42,0.83,6.32,3.27,2.77,1.72
-37.82549,144.98161,2017,3,27,64.05,13.29,31.04,13.21,20.6,2.72,1.67,17.3,13.08,9.59,7
-37.82549,144.98161,2017,3,28,59.47,8.89,23.79,10.76,16.93,1.15,0.59,5.66,4.03,4.17,2.88
-37.82549,144.98161,2017,3,29,59.18,9.28,25.01,9.49,17.4,6.12,3.45,12.13,9.44,8.86,6.42
-37.82549,144.98161,2017,3,30,71.82,6.98,16.36,8.51,11.95,3.88,2.74,9.09,7.62,7.08,5.21
-37.82549,144.98161,2017,3,31,64.03,5.95,18.04,8.56,12.6,2.41,1.57,5.73,4.19,4.02,2.91
-37.82549,144.98161,2017,4,1,67.05,7.16,18.36,9.2,13.23,4.52,2.79,8.74,7.08,7.11,5.13
-37.82549,144.98161,2017,4,2,65.08,6.85,17.72,10.15,13.29,5.43,3.41,8.6,7.2,7.02,4.98
-37.82549,144.98161,2017,4,3,65.7,7.54,21.68,7.64,13.96,0.43,0.36,6.83,3.79,4.44,2.9
-37.82549,144.98161,2017,4,4,61.44,8.46,23.76,9.24,15.99,1.33,1.1,6.17,3.41,3.65,2.43
-37.82549,144.98161,2017,4,5,56.53,8.54,24.25,10.79,17.35,1.69,1.14,5.87,4.95,3.36,2.39
-37.82549,144.98161,2017,4,6,52.3,7.67,24.62,11.92,17.67,2.79,1.77,7.14,4.62,5.13,3.32
-37.82549,144.98161,2017,4,7,54.78,8.64,24.49,11.64,17.93,6.89,3.9,10.37,8.1,8.47,5.55
-37.82549,144.98161,2017,4,8,55.08,10.18,25.78,15.1,19.5,8.1,4.67,12.32,9.55,9.75,6.7
-37.82549,144.98161,2017,4,9,82.59,9.68,15.6,9.72,12.7,6.63,4.26,13.4,10.13,9.86,7.4
-37.82549,144.98161,2017,4,10,80.88,9.59,15.16,11.78,12.89,7.72,5.54,14.8,11.41,11.54,8.93
-37.82549,144.98161,2017,4,11,81.28,10.99,17.9,11.98,14.15,5.1,3.01,7.66,6.26,6.89,4.97
-37.82549,144.98161,2017,4,12,76.57,10.31,20.36,10.84,14.38,2.46,1.83,5.24,3.65,3.58,2.48
-37.82549,144.98161,2017,4,13,72.44,10.47,23.59,10.48,15.47,0.12,0.06,6.1,3.99,3.12,2.12
-37.82549,144.98161,2017,4,14,83.48,10.51,17.97,10.51,13.3,3.22,2.12,5.76,4.78,4.57,3.34
-37.82549,144.98161,2017,4,15,68.4,6.62,17.67,8.51,12.25,1.64,1.5,3.87,2.34,2.66,1.93
-37.82549,144.98161,2017,4,16,68.7,8.12,20.95,9.12,13.84,1.65,1.41,5.72,3.22,4,2.56
-37.82549,144.98161,2017,4,17,79.53,10.02,18.93,10.17,13.49,0.8,0.99,4.37,2.52,2.67,1.92
-37.82549,144.98161,2017,4,18,75.17,9.37,21.11,9.12,13.86,1.45,1.18,5.19,3.56,3.03,2.16
-37.82549,144.98161,2017,4,19,69.86,11.19,25.71,8.99,16.76,2.24,1.63,8.04,5.59,5.45,3.5
-37.82549,144.98161,2017,4,20,59.52,9.87,23.87,13.37,17.94,5.31,2.83,9.81,7.49,7.79,4.95
-37.82549,144.98161,2017,4,21,87.09,13.9,17.92,14.42,16.06,6.52,3.42,9,6.99,7.75,5.33
-37.82549,144.98161,2017,4,22,80.93,13.73,21.77,13.8,17.02,1.97,1.18,8.03,5.45,5.01,3.5
-37.82549,144.98161,2017,4,23,83.38,13.1,21.36,12.52,15.96,2.07,1.34,5.1,2.85,2.93,2.02
-37.82549,144.98161,2017,4,24,78.14,13.01,22.97,11.99,16.88,0.96,0.62,6.75,4,3.77,2.39
-37.82549,144.98161,2017,4,25,84.85,12.97,18.51,11.65,15.57,4.13,2.34,7.59,6.16,6.2,4.24
-37.82549,144.98161,2017,4,26,76.56,6.1,12.2,7.92,10.23,7.7,5.06,12.34,9.94,9.79,7.23
-37.82549,144.98161,2017,4,27,79.37,6.56,13.77,7.5,9.99,4.42,2.53,7.61,6.36,6.51,4.55
-37.82549,144.98161,2017,4,28,84.56,10.63,18.91,8.86,13.25,5.22,3.01,6.72,5.52,6.23,4.13
-37.82549,144.98161,2017,4,29,85.85,11.61,18.26,11.4,13.93,3.1,1.93,7.03,5.68,5.54,3.77
-37.82549,144.98161,2017,4,30,81.39,9.75,17.66,10.29,12.85,1.76,1.22,6.13,3.86,3.73,2.6
-37.82549,144.98161,2017,5,1,79.15,9.77,17.55,10.22,13.3,4.9,2.74,9.77,7.76,7.41,5.18
-37.82549,144.98161,2017,5,2,79.16,6.11,13.57,6.47,9.58,5.11,3.17,8.09,6.57,6.75,4.51
-37.82549,144.98161,2017,5,3,71.72,4.59,14.82,5.25,9.46,2.84,2.04,4.98,3.53,4.08,2.82
-37.82549,144.98161,2017,5,4,66.96,4.75,16.69,7.28,10.65,0.24,0.16,4.42,2.83,2.31,1.6
-37.82549,144.98161,2017,5,5,76.17,7.06,17.54,5.72,11.35,2.88,2.02,6.89,5.19,5.25,3.41
-37.82549,144.98161,2017,5,6,76.69,7.36,18.23,7.87,11.44,6.87,3.9,11.71,9.08,8.89,6.13
-37.82549,144.98161,2017,5,7,76.13,5.84,14.05,7.11,9.89,7.01,3.88,8.45,6.4,7.67,5.06
-37.82549,144.98161,2017,5,8,83.97,8.6,14.85,8.12,11.23,5.8,3.48,7.23,5.89,6.67,4.49
-37.82549,144.98161,2017,5,9,83.1,8.94,16.23,8.94,11.7,2.4,1.62,5.47,3.3,3.91,2.6
-37.82549,144.98161,2017,5,10,78.13,7.91,16.72,8.96,11.6,0.45,0.4,3.14,2.14,1.48,1.15
-37.82549,144.98161,2017,5,11,81.26,7.75,15.29,7.02,10.86,1.16,1.04,3.29,2.21,2.04,1.47
-37.82549,144.98161,2017,5,12,77.97,7.64,18.2,6.04,11.44,2.31,1.4,5.23,3.37,3.69,2.57
-37.82549,144.98161,2017,5,13,82.45,7.66,15,7.8,10.54,1.76,1.68,5.44,3.15,3.78,2.5
-37.82549,144.98161,2017,5,14,85.29,7.88,15.24,7.82,10.23,3.59,2.74,5.31,3.75,4.37,3.07
-37.82549,144.98161,2017,5,15,90.12,8.8,15.8,7.17,10.36,2.69,1.9,4.75,3.35,3.65,2.59
-37.82549,144.98161,2017,5,16,77.9,7.35,17.08,6.84,11.07,1.81,1.53,6.15,3.39,3.24,2.15
-37.82549,144.98161,2017,5,17,77.61,7.87,14.73,9.18,11.67,3.52,2.13,6.28,4.55,5.24,3.29
-37.82549,144.98161,2017,5,18,72.16,8.28,19.82,9.39,13.27,2.08,1.36,7.49,4.24,4.64,2.95
-37.82549,144.98161,2017,5,19,86.55,10.4,16.11,11.16,12.67,4.95,2.64,7.06,5.21,5.92,3.53
-37.82549,144.98161,2017,5,20,84.24,9.61,17.69,8.69,12.2,4.36,2.59,6.55,5.09,5.63,3.6
-37.82549,144.98161,2017,5,21,78.79,8.78,19.11,8.24,12.35,5.49,2.96,7.19,5.49,6.5,4.16
-37.82549,144.98161,2017,5,22,75.01,8.44,18.79,7.99,12.76,6.87,4.25,9.68,7.59,8.28,5.51
-37.82549,144.98161,2017,5,23,73.57,8.87,17.92,10.26,13.53,5.98,2.94,9.07,6.59,7.44,4.89
-37.82549,144.98161,2017,5,24,78.79,7.92,15.46,8.89,11.52,4.97,3.01,8.07,6.5,6.82,4.55
-37.82549,144.98161,2017,5,25,82.1,8.92,15.61,8.52,11.93,4.92,2.97,8.37,6.33,6.87,4.56
-37.82549,144.98161,2017,5,26,81.62,8.75,15.78,8.43,11.81,1.83,1.2,7.54,4.17,3.97,2.45
-37.82549,144.98161,2017,5,27,79.31,8.71,15.97,8.96,12.18,7.44,4.3,11.91,8.83,9.63,6.75
-37.82549,144.98161,2017,5,28,87.4,7.34,11.62,6.53,9.37,6.75,4.05,11.51,8.5,8,5.72
-37.82549,144.98161,2017,5,29,78.4,4.8,13.21,4.75,8.39,5.6,3.33,9.62,6.71,7.1,4.78
-37.82549,144.98161,2017,5,30,79.82,5.7,11.25,6.02,9.1,6.97,3.73,10.05,8.03,8.45,5.91
-37.82549,144.98161,2017,5,31,81.94,5.41,12.45,5.74,8.33,5.57,3.07,7.23,6.04,6.25,4.15
-37.82549,144.98161,2017,6,1,78.62,5.7,13.54,6.28,9.22,3.94,2.45,5.46,4.22,4.61,3.11
-37.82549,144.98161,2017,6,2,82.69,6.56,13.99,5.9,9.4,3,1.91,4.65,3.48,3.83,2.62
-37.82549,144.98161,2017,6,3,80.84,7,14.39,7.53,10.17,0.67,0.51,2.68,1.78,1.62,1.18
-37.82549,144.98161,2017,6,4,78.3,5.14,14.14,5.16,8.76,1.03,0.79,3.96,2.52,2.43,1.79
-37.82549,144.98161,2017,6,5,83.46,6.71,15.36,5.16,9.55,4.29,2.69,8.15,5.3,6.19,4.01
-37.82549,144.98161,2017,6,6,81.41,6.1,12.21,7.48,9.14,6.98,4.14,10.27,8.29,8.69,5.83
-37.82549,144.98161,2017,6,7,75.52,4.7,13.47,5.78,8.79,1.18,0.82,6.76,3.99,4.21,2.82
-37.82549,144.98161,2017,6,8,87.19,6.15,12.91,4.68,8.21,1.73,1.25,6.62,4.32,4.2,2.91
-37.82549,144.98161,2017,6,9,87.43,7.63,13.11,7.86,9.62,3.16,2.07,6.84,4.87,5.6,3.76
-37.82549,144.98161,2017,6,10,85.43,7.67,14.87,6.93,10,0.13,0.11,3.38,2.21,1.53,1.09
-37.82549,144.98161,2017,6,11,85.09,6.61,15.56,5,8.99,2.32,1.6,6.8,5.37,5.29,3.56
-37.82549,144.98161,2017,6,12,89.76,8.94,16.04,6.61,10.57,4.25,2.5,7.26,5.51,6.05,3.87
-37.82549,144.98161,2017,6,13,90.77,8.19,13.92,6.36,9.62,1.36,0.98,4.26,2.57,2.37,1.68
-37.82549,144.98161,2017,6,14,84.71,6.88,15.24,5.44,9.33,3.7,2.29,5.95,4.87,5.21,3.51
-37.82549,144.98161,2017,6,15,80.33,6.61,15.32,6.91,9.86,3.27,1.89,5.77,3.4,4.48,2.87
-37.82549,144.98161,2017,6,16,76.9,6.24,15.71,5.97,10.11,0.78,0.54,4.56,2.92,2.37,1.67
-37.82549,144.98161,2017,6,17,83.26,6.06,14.85,4.36,8.75,1.57,1.28,3.91,2.58,2.91,2.07
-37.82549,144.98161,2017,6,18,91.6,8.24,15.03,5.59,9.58,0.68,0.57,5.21,3.58,3.82,2.6
-37.82549,144.98161,2017,6,19,82.73,7.72,15.51,6.17,10.56,0.82,0.69,4.78,3.12,2.85,2.03
-37.82549,144.98161,2017,6,20,85.17,6.33,14.66,4.18,8.69,3.03,2.14,8.01,5.74,6.31,4.23
-37.82549,144.98161,2017,6,21,87.5,6.92,12.45,6.2,8.9,2.49,1.71,7.44,4.35,3.93,2.56
-37.82549,144.98161,2017,6,22,83.42,6.13,14,5.27,8.78,2.06,1.48,6.87,4.11,4.13,2.73
-37.82549,144.98161,2017,6,23,76.82,4.9,13.74,4.67,8.79,6.72,4.17,10.48,8.46,8.41,5.8
-37.82549,144.98161,2017,6,24,77.91,3.69,10.71,4,7.41,3.41,2.08,7.35,4.52,5.06,3.31
-37.82549,144.98161,2017,6,25,87.62,5.66,11.89,4.13,7.63,6.49,3.51,9.85,7.83,7.67,4.99
-37.82549,144.98161,2017,6,26,87.97,6.18,11.53,5.37,8.06,0.48,0.41,6.16,3.34,3.33,2.28
-37.82549,144.98161,2017,6,27,85.13,4.88,11.39,3.51,7.23,0.45,0.41,6.14,4.34,4.06,2.73
-37.82549,144.98161,2017,6,28,80.38,5.6,13.72,6.32,8.8,4.19,2.27,6.47,4.29,5.28,3.42
-37.82549,144.98161,2017,6,29,86.84,5.82,11.9,5.29,7.92,5.82,3.59,8.67,6.88,7.37,4.81
-37.82549,144.98161,2017,6,30,73.29,2.39,10.82,4.2,6.87,2.01,1.39,7.86,4.57,4.98,3.29
-37.82549,144.98161,2017,7,1,70.88,0.17,12.15,0.47,5.07,2.19,1.53,7.37,6.06,5.52,3.75
-37.82549,144.98161,2017,7,2,64.93,-1.74,12.08,-0.54,4.34,5.71,3.56,8.34,6.64,7.07,4.57
-37.82549,144.98161,2017,7,3,80.58,2.83,11.22,2.17,6.33,7.85,4.56,10.2,7.91,8.73,5.72
-37.82549,144.98161,2017,7,4,86.9,7.26,13.44,6.38,9.39,6.73,3.67,10.26,7.17,8.22,5.46
-37.82549,144.98161,2017,7,5,89.65,6.75,12.4,4.83,8.38,4.83,2.85,6.4,5.18,5.7,3.67
-37.82549,144.98161,2017,7,6,86.96,4.94,12.35,3.34,6.97,4.36,2.47,7.7,4.76,5.76,3.81
-37.82549,144.98161,2017,7,7,82.51,4.22,12.03,4.12,7.03,5.15,2.94,7.61,5.58,6.3,4.32
-37.82549,144.98161,2017,7,8,85.8,4.86,12.01,3.78,7.11,4.86,2.74,7.83,5.09,6.08,4.03
-37.82549,144.98161,2017,7,9,84.7,4.84,11.84,4.92,7.26,6.39,3.49,9.61,7.69,7.72,5.22
-37.82549,144.98161,2017,7,10,84.77,5.54,13.52,3.83,7.97,5.03,2.79,8.07,5.68,6.32,4.08
-37.82549,144.98161,2017,7,11,88.27,6.01,12.35,5.18,7.84,1.47,1,4.83,2.92,2.96,2.05
-37.82549,144.98161,2017,7,12,87.2,4.56,12.63,2.93,6.55,3.22,2.19,6.96,4.06,4.81,3.11
-37.82549,144.98161,2017,7,13,75.13,3.68,13.1,3.3,7.82,7.1,4.15,12.76,9.87,10.53,7.6
-37.82549,144.98161,2017,7,14,76.52,5.08,13.11,4.84,9.02,6.3,3.7,12.22,9.07,8.61,6.16
-37.82549,144.98161,2017,7,15,79.84,3.02,11.03,3.16,6.31,1.49,1.05,6.33,3.99,4.52,3.1
-37.82549,144.98161,2017,7,16,73.94,1.35,10.68,1.41,5.66,5.85,3.51,11.29,8.73,8.68,6.07
-37.82549,144.98161,2017,7,17,69.75,3.6,13.57,5.64,8.91,8.81,5.79,13.11,10.43,11.32,8.41
-37.82549,144.98161,2017,7,18,91.53,6.82,10.24,6.33,8.11,5.78,3.22,8.9,6.98,7.57,5.16
-37.82549,144.98161,2017,7,19,89.44,6.52,10.58,6.32,8.22,6.62,3.89,12.44,9.74,9.05,6.18
-37.82549,144.98161,2017,7,20,83.24,4.46,10.41,3.98,7.14,5.14,3.02,10.53,8.27,8.49,5.79
-37.82549,144.98161,2017,7,21,78.59,3.3,12.7,2.99,6.84,0.96,0.72,7.43,4.37,3.6,2.34
-37.82549,144.98161,2017,7,22,63.87,0.35,12.45,1.24,6.76,7.65,4.56,13.15,9.97,10.81,7.97
-37.82549,144.98161,2017,7,23,82.22,5.2,12.63,5.24,8.25,5.53,3.23,12.46,9.22,8.34,5.8
-37.82549,144.98161,2017,7,24,87.47,6.55,13.18,5.67,8.51,5.15,2.78,8.27,5.71,6.36,4.02
-37.82549,144.98161,2017,7,25,76.9,5.94,16.59,5.46,9.82,8.08,4.65,12.15,9.35,9.5,6.46
-37.82549,144.98161,2017,7,26,87.23,6.91,12.31,5.96,8.92,2.2,1.57,9.97,6.93,6.95,4.78
-37.82549,144.98161,2017,7,27,83.67,5.06,12.18,3.61,7.65,3.29,2.27,12.33,9.27,8.57,6.23
-37.82549,144.98161,2017,7,28,78.32,5.3,13.24,6.12,8.91,3.25,1.85,9.26,6.18,6.54,4.21
-37.82549,144.98161,2017,7,29,61.17,3.56,16.51,5.22,10.78,8.39,5.21,17.16,13.8,13.2,9.71
-37.82549,144.98161,2017,7,30,77.63,6.14,14.54,7.07,9.95,3.07,2.06,9.47,7.35,6.85,4.61
-37.82549,144.98161,2017,7,31,77.6,5.01,13.22,5.53,8.73,1.12,0.8,3.91,2.9,2.61,1.9
-37.82549,144.98161,2017,8,1,82.74,5.69,14.13,5.08,8.48,0.4,0.29,4.73,2.84,2.16,1.52
-37.82549,144.98161,2017,8,2,80.01,3.47,12.87,4.02,6.81,1.26,1.07,4.43,2.68,2.47,1.77
-37.82549,144.98161,2017,8,3,90.04,4.5,9.04,3.71,6.07,2.36,1.55,4.94,2.93,3.28,2.19
-37.82549,144.98161,2017,8,4,88.46,5.23,9.03,5.32,7,2.01,1.23,11.84,8.78,7.08,5.15
-37.82549,144.98161,2017,8,5,77.15,4.56,11.51,6.51,8.35,8.93,6.24,14.35,10.59,11.29,8.4
-37.82549,144.98161,2017,8,6,83.43,4.83,9.34,5.96,7.45,8.68,5.95,13.87,10.34,10.35,7.79
-37.82549,144.98161,2017,8,7,90.02,5.59,9.45,5.56,7.11,7.18,4.25,9.66,6.92,8.09,5.74
-37.82549,144.98161,2017,8,8,88.7,6.67,13.24,4.65,8.51,5.73,3.54,8.1,5.85,7.06,4.51
-37.82549,144.98161,2017,8,9,81.08,7.18,15.29,6.54,10.29,4.79,2.98,9.6,6.78,6.73,4.56
-37.82549,144.98161,2017,8,10,60.94,4.54,16.36,8.7,11.91,9.63,5.58,15.02,11.72,11.56,8.2
-37.82549,144.98161,2017,8,11,71.77,5.39,13.9,6.54,10.27,7.6,4.62,13.1,9.3,10.33,7.19
-37.82549,144.98161,2017,8,12,84.23,7.84,13.48,8.17,10.4,5.98,2.83,12.92,9.23,8.32,5.53
-37.82549,144.98161,2017,8,13,66.65,4.31,16.72,4.66,10.34,5.73,3.38,10.54,6.9,7.92,5.07
-37.82549,144.98161,2017,8,14,65.86,5.49,18.54,7.96,11.91,2.24,1.35,10.96,7.43,6.44,4.48
-37.82549,144.98161,2017,8,15,86.81,10.43,17.56,7.71,12.68,6.6,3.52,14.27,10.57,10.79,7.5
-37.82549,144.98161,2017,8,16,72.93,6.44,14.03,9.35,11.18,10.76,7.11,14.55,11.28,12.82,9.24
-37.82549,144.98161,2017,8,17,83.07,6.59,11.66,7.15,9.31,7.75,5.84,13.56,9.84,10.58,7.74
-37.82549,144.98161,2017,8,18,87.24,5.18,8.72,5.56,7.15,7.97,4.98,12.34,9.53,10.37,7.44
-37.82549,144.98161,2017,8,19,77.92,3.13,10.59,3.92,6.71,4.33,2.8,8,5.22,6.05,4.12
-37.82549,144.98161,2017,8,20,70.57,2.07,12.53,3.09,7.1,0.87,0.77,4.76,2.99,2.79,1.87
-37.82549,144.98161,2017,8,21,82.26,3.57,9.97,4.47,6.45,3.95,2.23,6.58,5.35,5.43,3.6
-37.82549,144.98161,2017,8,22,79.94,5.54,14.99,3.9,8.83,4.78,2.64,6.47,4.31,5.49,3.54
-37.82549,144.98161,2017,8,23,85.72,7.14,14.6,6.15,9.42,4.87,3.11,9.31,7.18,6.87,4.66
-37.82549,144.98161,2017,8,24,85.94,5.29,11.3,4.49,7.5,3.98,2.59,6.21,5.02,5.28,3.66
-37.82549,144.98161,2017,8,25,79.21,4.37,13.52,2.5,7.81,2.87,1.78,4.47,3.28,3.72,2.64
-37.82549,144.98161,2017,8,26,79.41,5.69,13.99,4.8,9.08,4.67,2.88,8.57,5.55,6.42,4.39
-37.82549,144.98161,2017,8,27,76.09,2.92,9.66,3.87,6.93,6.29,3.54,10.5,8.43,8.76,6.19
-37.82549,144.98161,2017,8,28,80.35,3.29,10.65,3.09,6.44,2.32,1.56,6.03,4.15,4.31,3.03
-37.82549,144.98161,2017,8,29,80.67,4.31,12.47,3.7,7.44,2.92,1.95,5.54,3.32,4.01,2.8
-37.82549,144.98161,2017,8,30,83.53,4.48,12.3,3.87,7.15,4.68,2.95,7.18,5.94,6.32,4.36
-37.82549,144.98161,2017,8,31,68.83,2.53,14.27,3.49,7.92,2.82,2.08,4.28,3.14,3.43,2.48
-37.82549,144.98161,2017,9,1,65.8,2.12,15.31,1.79,8.21,2.93,2.07,7.78,6.28,6.33,4.19
-37.82549,144.98161,2017,9,2,64.8,5.03,16.88,6.67,11.67,7.79,4.68,13.86,9.61,10.08,7.03
-37.82549,144.98161,2017,9,3,62.98,4.85,14.51,8.59,11.72,9.53,7.17,14.5,10.36,11.76,8.51
-37.82549,144.98161,2017,9,4,78.6,3.78,9.33,5.05,7.3,10.19,7.16,12.74,9.98,11.25,8.27
-37.82549,144.98161,2017,9,5,81.73,3.74,9.55,4.52,6.67,9.47,6.28,12.33,9.55,11.12,8.23
-37.82549,144.98161,2017,9,6,84.75,5.78,12.68,4.18,8.25,7.23,4.11,10.8,8.47,9.06,6.31
-37.82549,144.98161,2017,9,7,83.05,6.62,13.82,6.16,9.36,7.59,4.53,10.31,8.17,8.57,5.87
-37.82549,144.98161,2017,9,8,75.42,3.58,12.14,4.22,7.72,6.39,3.63,10.2,8.12,7.89,5.38
-37.82549,144.98161,2017,9,9,82.75,5.91,13.59,5.02,8.69,4.09,2.51,7.36,4.9,5.63,3.76
-37.82549,144.98161,2017,9,10,75.88,5.49,15.48,5.31,9.53,1.89,1.18,6.19,3.5,3.04,2.02
-37.82549,144.98161,2017,9,11,67.13,6.39,17.36,6.6,12.5,6.98,3.93,11.24,8.63,9.98,6.88
-37.82549,144.98161,2017,9,12,78.79,10.21,19.88,10.69,13.86,2,1.19,11.16,8.23,6.24,3.93
-37.82549,144.98161,2017,9,13,81.26,6.54,12.8,5.7,9.73,7.18,3.66,10.87,8.62,8.76,6.12
-37.82549,144.98161,2017,9,14,81.15,5.62,12.6,4.77,8.76,7.83,5.55,10.64,8.18,9.13,6.54
-37.82549,144.98161,2017,9,15,83.43,8.25,15.21,7.74,10.95,7.3,3.93,10.12,7.91,8.65,5.83
-37.82549,144.98161,2017,9,16,73.41,3.73,12.13,5.42,8.36,4.57,2.73,8.9,7.21,7.37,5.3
-37.82549,144.98161,2017,9,17,60.46,2.03,16.65,2.93,9.4,1.93,1.45,10.07,6.81,6.66,4.57
-37.82549,144.98161,2017,9,18,56.55,2.32,18.42,5.62,11.12,10.27,7.16,15.71,12.36,12.51,9.19
-37.82549,144.98161,2017,9,19,71.02,4.31,14.01,6.27,9.32,2.29,1.62,10.82,7.43,7.04,5.02
-37.82549,144.98161,2017,9,20,68.14,5.17,17.65,4.82,10.87,1.32,1,7.94,5.65,5.64,3.77
-37.82549,144.98161,2017,9,21,62.12,5.85,20.12,8.73,13.19,4.08,2.42,13.05,9.91,8.87,6.24
-37.82549,144.98161,2017,9,22,68.88,9.16,22.92,8.7,14.87,1.51,1.12,8.9,5.3,4.66,3.04
-37.82549,144.98161,2017,9,23,52.67,7.44,26.64,11.41,17.32,6.56,3.94,16.26,11.57,10.56,6.9
-37.82549,144.98161,2017,9,24,67.42,6.7,16.08,10.02,12.62,6.67,4.1,14.86,11.3,11.61,8.51
-37.82549,144.98161,2017,9,25,79.05,6.43,12.75,5.25,9.93,4.94,2.96,10.75,7.64,7.18,5.18
-37.82549,144.98161,2017,9,26,68.07,3.93,15.94,3.71,9.56,0.82,0.97,4.81,2.91,2.88,1.96
-37.82549,144.98161,2017,9,27,58.65,5.38,21.92,6.8,13.61,4.21,2.21,12.73,9.37,8.24,5.41
-37.82549,144.98161,2017,9,28,69.17,5.99,16.01,7.18,11.46,4.89,2.96,9.23,6.22,7,4.78
-37.82549,144.98161,2017,9,29,69.79,5.36,16.24,4.88,10.66,5.41,3.28,10.92,7.64,8.13,5.71
-37.82549,144.98161,2017,9,30,65.94,4.73,15.5,6.51,10.89,4.92,2.95,11.53,7.99,8.44,6.07
-37.82549,144.98161,2017,10,1,76.73,6.88,16.93,5.5,10.86,3.17,2.1,7.18,5.84,5.56,3.86
-37.82549,144.98161,2017,10,2,75.29,7.19,18.37,6.47,11.42,1.57,1.4,4.99,2.88,3.01,2.11
-37.82549,144.98161,2017,10,3,65.95,6.95,21.89,6.35,13.24,2.19,1.5,5.22,3.99,3.97,2.84
-37.82549,144.98161,2017,10,4,62.51,8.73,24.76,8.03,15.89,2.39,1.41,7.89,4.06,3.93,2.51
-37.82549,144.98161,2017,10,5,69.27,8.83,19.94,9.21,14.44,6.04,4.23,11.18,8.98,8.62,6.08
-37.82549,144.98161,2017,10,6,75.08,6.71,14.74,8.8,10.94,4.29,2.64,9.92,7.46,7.66,5.76
-37.82549,144.98161,2017,10,7,57.95,5.14,20.98,6.61,13.38,3.58,2.47,7.88,4.78,5.18,3.34
-37.82549,144.98161,2017,10,8,63.81,9.77,23.21,12.27,17.17,3.53,1.78,14.08,10.62,8.88,5.98
-37.82549,144.98161,2017,10,9,71.71,7.86,17.88,7.57,13.15,2.51,1.65,8.48,7,6.64,4.74
-37.82549,144.98161,2017,10,10,59.65,4.94,20.33,6.22,12.66,0.69,0.75,4.25,2.75,2.07,1.54
-37.82549,144.98161,2017,10,11,56.72,6.8,22.68,8.86,15.74,5.02,2.87,16.58,12.08,11.22,8.03
-37.82549,144.98161,2017,10,12,65.06,6.18,18.24,7.75,12.64,6.51,4.01,10.32,7.84,8.44,6
-37.82549,144.98161,2017,10,13,72.92,7.53,17.39,8.36,12.23,2.64,1.7,6.91,5.6,5.74,4.14
-37.82549,144.98161,2017,10,14,72.52,7.3,18.66,7.15,12.1,2.09,1.41,5.4,4.5,3.82,2.89
-37.82549,144.98161,2017,10,15,69.43,7.64,21.56,7.36,13.11,0.25,0.2,5.41,4.18,2.99,2.28
-37.82549,144.98161,2017,10,16,60.91,10.08,27.37,8.59,17.74,0.99,0.67,5.61,4.45,3.43,2.42
-37.82549,144.98161,2017,10,17,49.69,8.99,28.32,12.28,19.88,4.81,2.76,9.1,7.01,6.65,4.34
-37.82549,144.98161,2017,10,18,48.29,9.52,28.89,12.85,20.94,6.42,3.44,10.3,7.9,8.55,5.48
-37.82549,144.98161,2017,10,19,71.07,12.67,24.85,10.15,18.23,5.86,3.49,9.8,6.97,8.25,5.51
-37.82549,144.98161,2017,10,20,62.38,4.84,16.59,8.17,11.89,5.87,3.3,9.35,7.98,8.03,5.87
-37.82549,144.98161,2017,10,21,70.05,6.32,16.05,7.82,11.62,5.57,3.34,6.74,5.89,6.13,4.52
-37.82549,144.98161,2017,10,22,80.59,9.08,16.96,9.07,12.32,4.09,2.34,7.11,6.11,5.88,4.35
-37.82549,144.98161,2017,10,23,71.14,9.21,22.04,9.49,14.38,1.45,1.29,5.98,4.72,3.42,2.53
-37.82549,144.98161,2017,10,24,70.47,10.13,22.61,10.77,15.49,0.46,0.23,5.12,3.85,2.84,2.18
-37.82549,144.98161,2017,10,25,84.41,10.62,17.45,10.05,13.18,1.67,1.56,5.98,4.36,3.78,2.94
-37.82549,144.98161,2017,10,26,73.99,8.23,18.05,9.41,12.77,4.07,2.49,6.55,5.95,5.92,4.62
-37.82549,144.98161,2017,10,27,53.75,7.99,25.28,9.32,17.6,0.46,0.31,12.5,8.1,6.8,4.67
-37.82549,144.98161,2017,10,28,67.29,10.17,20.67,11.99,16.48,1.24,1,11.9,7.7,4.08,2.85
-37.82549,144.98161,2017,10,29,52.99,7.91,26.07,10.1,17.78,1.09,0.68,15.28,11.14,9.14,6.56
-37.82549,144.98161,2017,10,30,72.18,4.77,13.2,5.6,9.55,3.29,2.7,7.62,6.29,5.8,4.4
-37.82549,144.98161,2017,10,31,67.64,5.22,16.64,4.94,11.07,4.51,2.56,7.31,6.24,5.81,4.16
-37.82549,144.98161,2017,11,1,77.12,9.18,17.48,9.52,13.13,5.21,2.87,6.85,5.85,6.16,4.39
-37.82549,144.98161,2017,11,2,76.49,7.61,15.71,8.62,11.62,2.31,1.53,5.41,4.2,4.06,3.11
